YTID;start_seconds;end_seconds;positive_labels;labels;Gunshot
7F01MogWvhQ;30000;40000;/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk;"Cat;Domestic animals, pets;Meow;Caterwaul;Speech;Animal";False
7FHzw4HV75Y;230000;240000;/m/01kcd,/m/07gql;"Brass instrument;Trumpet";False
7FI6nCbX89k;150000;160000;/m/068hy,/m/068zj,/m/0jbk;"Domestic animals, pets;Pig;Animal";False
7FZjiXldgrc;30000;40000;/m/01v1d8,/m/04rlf;"Sampler;Music";False
7FgIsmlsXtM;30000;40000;/m/03v3yw;Keys jangling;False
7FkuqqdWRhw;170000;180000;/m/04rlf,/m/06j6l,/m/07p78v5;"Music;Rhythm and blues;Zing";False
7G76uQj5eas;140000;150000;/m/04rlf,/m/07rn7sz,/m/09x0r,/t/dd00125;"Music;Shatter;Speech;Inside, small room";False
7GEiPdnqJUw;20000;30000;/m/0c3f7m;Fire alarm;False
7GRUfDGJIwo;30000;40000;/m/04rmv;Mouse;False
7GvM1ZhcbdY;10000;20000;/m/07st88b,/m/09ld4;"Croak;Frog";False
7Gw9kJz3k54;30000;40000;/m/04rlf,/m/04wptg;"Music;Wedding music";False
7Gy60o2R4TA;160000;170000;/m/06xkwv,/m/07rcgpl;"Mains hum;Hum";False
7H09aM-_nZc;0;10000;/m/01z47d,/m/02fs_r,/m/04rlf;"Busy signal;Beep, bleep;Music";False
7H6B6LQmB7c;100000;110000;/m/05x_td,/m/06_fw,/m/07qv_d5,/m/0912c9,/m/09x0r;"Air horn, truck horn;Skateboard;Toot;Vehicle horn, car horn, honking;Speech";False
7HClAwzg7OM;0;7000;/m/019jd,/m/02rlv9;"Boat, Water vehicle;Motorboat, speedboat";False
7HIclBlErTw;30000;40000;/m/04rlf,/m/07qs1cx;"Music;Crack";False
7Hcizjr7zB8;140000;150000;/m/04qvtq,/m/04rlf,/m/0l156b;"Police car (siren);Music;Steelpan";False
7Ht_Vu1D8nc;30000;40000;/m/0192l,/m/085jw;"Bagpipes;Wind instrument, woodwind instrument";False
7Hwz-hsvUSk;30000;40000;/m/04rlf,/m/07qz6j3;"Music;Whimper";False
7I6fpFH5mes;50000;60000;/m/0gg8l;Bluegrass;False
7IBOkY_oUbA;0;10000;/m/09x0r,/m/0llzx;"Speech;Sewing machine";False
7INTt4GUOoY;10000;20000;/m/0939n_;Gargling;False
7INlkuTjKLY;30000;40000;/m/04rlf,/t/dd00005;"Music;Child singing";False
7ITwarmdyfI;0;10000;/m/018j2,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y;"Banjo;Guitar;Acoustic guitar;Music;Musical instrument;Plucked string instrument";False
7IVNIcOntfo;20000;30000;/m/01s0vc,/m/09x0r;"Zipper (clothing);Speech";False
7IXBKjSUQ-Y;70000;80000;/m/06hck5,/m/06wzb,/m/07rjwbb;"Steam whistle;Steam;Hiss";False
7IllUjk5fk0;30000;40000;/m/04rlf,/m/06j64v;"Music;Middle Eastern music";False
7IndxxjZe1c;70000;80000;/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/06rqw,/m/0fx80y;"Singing;Guitar;Music;Musical instrument;Ska;Plucked string instrument";False
7IqsqI5clho;30000;40000;/m/027m70_;Jingle bell;False
7ItYW-0XFo0;0;10000;/m/01hsr_,/m/04rlf,/m/09x0r;"Sneeze;Music;Speech";False
7Ix6yGwnf70;130000;140000;/m/04rlf,/m/04wptg;"Music;Wedding music";False
7J6U-HE3Lko;100000;110000;/m/04rlf,/t/dd00036;"Music;Angry music";False
7J7_OGwI2O4;0;10000;/m/03qtwd,/m/04gy_2,/m/053hz1;"Crowd;Battle cry;Cheering";False
7JE2eBK1f9M;110000;120000;/m/05pd6;Orchestra;False
7JMN4DdhwsM;10000;20000;/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y;"Guitar;Music;Musical instrument;Ukulele;Plucked string instrument";False
7JZCk4RnlMk;30000;40000;/m/07pn_8q;Chopping (food);False
7K4kLUy6Kqo;0;10000;/m/04rlf,/m/07s2xch,/m/09x0r;"Music;Groan;Speech";False
7KIn0zojwu8;330000;340000;/m/01s0ps,/m/05148p4,/m/05r5c;"Electric piano;Keyboard (musical);Piano";False
7KLcXpyuexo;400000;410000;/m/01bjv,/m/02rhddq,/m/07yv9,/m/09x0r,/t/dd00128;"Bus;Reversing beeps;Vehicle;Speech;Outside, urban or manmade";False
7KRP20nB_CQ;30000;40000;/m/04rlf,/t/dd00003;"Music;Male singing";False
7Ka3x-cQJGs;420000;430000;/m/07qc9xj;Clicking;False
7KhBpsbkmuE;60000;70000;/m/02pjr4;Blender;False
7Kmr1givYEw;22000;32000;/m/06hck5,/m/06wzb;"Steam whistle;Steam";False
7Kn-xhQ4hmY;520000;530000;/m/01yg9g,/m/07yv9,/t/dd00128;"Lawn mower;Vehicle;Outside, urban or manmade";False
7KvmusRXFys;30000;40000;/m/02mk9,/m/07yv9,/m/09x0r,/t/dd00130;"Engine;Vehicle;Speech;Engine starting";False
7KwE08SzlAY;30000;40000;/m/07pb8fc;Idling;False
7L2F7YC8e_A;30000;40000;/m/01m2v,/m/0316dw;"Computer keyboard;Typing";False
7L6YHRn0Wio;20000;30000;/m/02mk9,/m/07qn4z3;"Engine;Rattle";False
7LRr0ZhqRZ0;30000;40000;/m/02mk9,/m/07yv9,/t/dd00130;"Engine;Vehicle;Engine starting";False
7LWEohTQ930;30000;40000;/m/04rlf,/m/07qn4z3,/m/09x0r;"Music;Rattle;Speech";False
7LWGx05RgDE;130000;140000;/m/026fgl,/m/0f8s22;"Wind chime;Chime";False
7Leh-jVFjjg;14000;24000;/m/014zdl;Explosion;False
7LkCUEVlfY0;70000;80000;/m/07qw_06,/m/09x0r;"Wail, moan;Speech";False
7LlnLjZOqVI;30000;40000;/m/01hgjl,/m/07qb_dv;"Scratching (performance technique);Scratch";False
7Lmnfd5YJ1Y;30000;40000;/m/04rlf,/m/06j64v;"Music;Middle Eastern music";False
7M3PtG0DzJc;180000;190000;/m/09x0r,/m/0dv3j;"Speech;Boiling";False
7MbfnA1kLyQ;0;10000;/m/01bjv;Bus;False
7Mfy9hLqaiM;20000;30000;/m/027m70_;Jingle bell;False
7MfzU-WhV1A;0;10000;/m/04rlf,/m/0cfdd;"Music;Drum machine";False
7Msk_hkz6zk;30000;40000;/m/0155w,/m/04rlf,/m/06j6l,/m/06rqw;"Blues;Music;Rhythm and blues;Ska";False
7Mv4eKPe850;110000;120000;/m/015lz1,/m/04rlf,/m/06by7,/m/07s8j8t;"Singing;Music;Rock music;Roll";False
7N2q1XkFuqY;21000;31000;/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk;"Cat;Music;Domestic animals, pets;Meow;Speech;Animal";False
7NF2kcEfMBI;420000;430000;/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y,/t/dd00125;"Guitar;Music;Musical instrument;Speech;Electronic tuner;Plucked string instrument;Inside, small room";False
7NHLMbytk5o;30000;40000;/m/04rlf,/m/07pjwq1,/m/09x0r;"Music;Buzz;Speech";False
7NO4l181BSw;30000;40000;/m/07pn_8q;Chopping (food);False
7NTMQdS3smM;90000;100000;/m/01m4t;Printer;False
7NVPQMMdadM;30000;40000;/m/0fx9l;Microwave oven;False
7NtM1MM76s0;20000;30000;/m/026t6,/m/02k_mr,/m/06rvn,/m/0l14md;"Drum;Drum roll;Snare drum;Percussion";False
7NzVvKVliyk;80000;90000;/m/025wky1,/m/09x0r;"Air conditioning;Speech";False
7OPQEwCw1eE;12000;22000;/m/07qwdck;Ping;False
7OhEEOl4a4c;30000;40000;/m/07p6mqd,/m/07rrlb6,/m/0838f,/m/09x0r;"Slosh;Splash, splatter;Water;Speech";False
7OjXHfVoI64;200000;210000;/m/01kcd,/m/0319l;"Brass instrument;French horn";False
7P-1BJ1A9ME;2000;12000;/m/03wwcy;Doorbell;False
7PG_GGEfi9s;3000;13000;/m/04rlf,/m/07c52;"Music;Television";False
7PXv8yij2yg;30000;40000;/m/013y1f,/m/03gvt,/m/03xq_f;"Organ;Hammond organ;Electronic organ";False
7PaOV4oC3eI;30000;40000;/m/07qcpgn,/m/09x0r;"Tap;Speech";False
7PasUJM2M1I;200000;210000;/m/07p9k1k,/m/07ptfmf;"Sizzle;Stir";False
7Q-8A7HQWSc;30000;40000;/m/03m5k,/m/0d8_n;"Harp;Pizzicato";False
7Q0yxu0ogAI;40000;50000;/m/0j2kx;Waterfall;False
7QEmQFaRYXs;110000;120000;/m/013y1f,/m/03gvt,/m/03xq_f;"Organ;Hammond organ;Electronic organ";False
7QWkWz9pIeI;30000;40000;/m/04rlf,/m/07pkxdp;"Music;Lullaby";False
7R2aJelx6Zo;560000;570000;/m/04rlf,/m/07rrh0c,/m/09x0r;"Music;Thunk;Speech";False
7R3tP8wKBsg;40000;50000;/m/04rmv,/m/09x0r,/m/0jbk;"Mouse;Speech;Animal";False
7RJb2ZHh2JM;22000;32000;/m/07hvw1,/m/09x0r;"Field recording;Speech";False
7RUkkhkqyUw;90000;100000;/m/03q5t,/m/05148p4;"Harpsichord;Keyboard (musical)";False
7RaP0v6zRcM;150000;160000;/m/0130jx,/m/02jz0l,/m/0838f;"Sink (filling or washing);Water tap, faucet;Water";False
7RtQpW2dSU4;10000;20000;/m/04rlf,/t/dd00031;"Music;Happy music";False
7RvYX1eWdbk;70000;80000;/m/018vs,/m/01b9nn,/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/07m2kt;"Bass guitar;Reverberation;Echo;Effects unit;Electric guitar;Guitar;Music;Chorus effect";False
7RxctxszXW0;16000;26000;/m/04rmv;Mouse;False
7S3fU4RHabw;470000;480000;/m/02p0sh1,/m/02v2lh,/m/04rlf;"Traditional music;New-age music;Music";False
7S9a9DsTBsI;0;10000;/m/01z47d,/m/04cvmfc,/m/09x0r;"Busy signal;Roar;Speech";False
7SR-lnHmDi8;30000;40000;/m/04rlf,/t/dd00004,/t/dd00005;"Music;Female singing;Child singing";False
7SRnyWhkU9M;290000;300000;/m/06_fw;Skateboard;False
7SRwq1t81Fk;10000;20000;/m/04rlf,/m/07pqn27,/m/09x0r;"Music;Bouncing;Speech";False
7SSxBFP4LSQ;180000;190000;/m/04zmvq,/m/06hck5,/m/06wzb,/m/07rjwbb;"Train whistle;Steam whistle;Steam;Hiss";False
7SZFvCNKCNg;540000;550000;/m/07rn7sz;Shatter;False
7Sfbc9GAwho;30000;40000;/m/05_wcq;Bird flight, flapping wings;False
7SpYywlGPyM;30000;40000;/m/09x0r,/m/0k65p,/m/0l15bq,/m/0ytgt;"Speech;Hands;Clapping;Child speech, kid speaking";False
7T5WSO115ZM;40000;50000;/m/01qbl,/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md;"Cymbal;Drum;Drum kit;Drum roll;Rimshot;Snare drum;Bass drum;Percussion";False
7TFzZyNE5CU;30000;40000;/m/01m4t;Printer;False
7TYGvfS1qtw;110000;120000;/m/04rlf,/m/09x0r,/m/0jtg0;"Music;Speech;Sitar";False
7U-51K9naGs;280000;290000;/m/012xff,/m/04fgwm,/m/09x0r;"Toothbrush;Electric toothbrush;Speech";False
7U2pvefCW10;30000;40000;/m/05zc1;Pulleys;False
7U3Uwu42nwk;150000;160000;/m/02mscn,/m/04rlf;"Christian music;Music";False
7UKtoZ2IvMQ;30000;40000;/m/0199g,/m/04rlf,/m/07s34ls;"Bicycle;Music;Whir";False
7Ufea5nkc-M;60000;70000;/m/01wy6;Clarinet;False
7V4iwKKunGA;0;10000;/m/07ptzwd,/m/0838f;"Pump (liquid);Water";False
7VDeHnt99Yg;10000;20000;/m/05x_td,/m/0912c9,/m/09x0r,/t/dd00125;"Air horn, truck horn;Vehicle horn, car horn, honking;Speech;Inside, small room";False
7VRkh-80LEw;70000;80000;/m/09x0r,/t/dd00112,/t/dd00125;"Speech;Crumpling, crinkling;Inside, small room";False
7Vb7IKhVKu4;50000;60000;/m/02cjck;Theme music;False
7W08vmriHkA;30000;40000;/m/03k3r,/m/07q5rw0,/m/09x0r;"Horse;Neigh, whinny;Speech";False
7WOBEB_l6I8;0;5000;/m/07st88b,/m/09ld4;"Croak;Frog";False
7WR-hMV2RKs;170000;180000;/m/026t6,/m/04rlf,/m/04szw,/m/0l14md,/m/0l156b;"Drum;Music;Musical instrument;Percussion;Steelpan";False
7WoFyN1R-1g;12000;22000;/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk;"Cat;Domestic animals, pets;Meow;Caterwaul;Speech;Animal";False
7WozCTYbIZs;30000;40000;/m/027m70_;Jingle bell;False
7X-Vqp7T9xI;40000;50000;/m/07s0dtb,/m/09x0r,/m/0lyf6;"Gasp;Speech;Breathing";False
7X3xpNvHSEk;0;10000;/m/0gy1t2s;Bicycle bell;False
7XMDKZQ0GKw;90000;100000;/m/07ppn3j,/m/09x0r;"Sniff;Speech";False
7XUouXu1iR4;160000;170000;/m/01z47d,/m/09x0r;"Busy signal;Speech";False
7XhHUGlqD5I;40000;50000;/m/04fgwm;Electric toothbrush;False
7XuIzJ7KGMs;40000;50000;/m/07r660_,/m/07sq110,/m/0ytgt,/t/dd00125,/t/dd00128;"Giggle;Belly laugh;Child speech, kid speaking;Inside, small room;Outside, urban or manmade";False
7YAS-Qo_sjI;0;10000;/m/015lz1,/m/025_jnm,/m/09x0r;"Singing;Finger snapping;Speech";False
7YWMPBHKdyY;30000;40000;/m/085jw,/m/0l14l2;"Wind instrument, woodwind instrument;Shofar";False
7YgpZtq8-f4;20000;30000;/m/04rlf,/m/09x0r,/t/dd00006;"Music;Speech;Synthetic singing";False
7Yr4Y6V8hck;30000;40000;/m/01g50p,/m/04zmvq,/m/06d_3,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c,/m/0c1dj;"Railroad car, train wagon;Train whistle;Rail transport;Steam;Train;Hiss;Clickety-clack;Sound effect";False
7YtKrL6ScXA;30000;40000;/m/04rlf,/t/dd00033;"Music;Sad music";False
7ZW8xO37bA4;10000;20000;/m/01glhc,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5;"Tapping (guitar technique);Effects unit;Guitar;Music;Musical instrument;Plucked string instrument;Distortion";False
7ZX-x-fNw3w;370000;380000;/m/01j3sz,/m/0939n_,/m/09x0r;"Laughter;Gargling;Speech";False
7_0fzpAJ3GI;30000;40000;/m/04rlf,/m/0gg8l;"Music;Bluegrass";False
7_0g3tEcM0w;80000;90000;/m/026t6,/m/02k_mr,/m/06rvn,/m/0l14md;"Drum;Drum roll;Snare drum;Percussion";False
7_PrlSyBjfw;13000;23000;/m/03kmc9,/m/07pp_mv;"Siren;Alarm";False
7_QapsrGCZY;30000;40000;/m/04s8yn,/m/07r5c2p;"Crow;Caw";False
7__3bnmqeqI;30000;40000;/m/04rlf,/m/07qjznt;"Music;Tick";False
7_vdHQC7RHw;20000;30000;/m/01jwx6,/m/02mk9,/m/04_sv,/m/07yv9;"Vibration;Engine;Motorcycle;Vehicle";False
7aCQ1x4XX1M;10000;20000;/m/07qcpgn;Tap;False
7aKBgag7ylE;0;9000;/m/07pjwq1,/m/09x0r;"Buzz;Speech";False
7ahr0ay310U;40000;50000;/m/02yds9,/m/0jbk;"Purr;Animal";False
7avMUhHOCR8;30000;40000;/m/0155w,/m/04rlf,/m/064t9;"Blues;Music;Pop music";False
7azTIyaeqx4;0;10000;/m/068hy,/m/068zj,/m/0ch8v,/m/0jbk;"Domestic animals, pets;Pig;Livestock, farm animals, working animals;Animal";False
7azzA91qIVg;0;10000;/m/068hy,/m/07pyy8b,/m/0jbk;"Domestic animals, pets;Pant;Animal";False
7b446bDv9Ek;30000;40000;/m/01s0vc,/m/09x0r;"Zipper (clothing);Speech";False
7bD0eDmQRqE;180000;190000;/m/07p7b8y,/m/0838f,/m/09x0r;"Fill (with liquid);Water;Speech";False
7bNZVhBn40w;40000;50000;/m/015jpf,/m/09x0r;"Dial tone;Speech";False
7bdrH_w1uqA;130000;140000;/m/01hsr_;Sneeze;False
7bjeYrzsTk4;30000;40000;/m/07rc7d9,/m/09x0r,/t/dd00136;"Bow-wow;Speech;Whimper (dog)";False
7bvl9662aVc;90000;100000;/m/04rlf,/m/07q7njn,/m/09x0r;"Music;Chink, clink;Speech";False
7bxEtiuLOsQ;500000;510000;/m/04cvmfc,/m/04rlf,/m/09x0r;"Roar;Music;Speech";False
7cShCWEmupE;0;10000;/m/07q6cd_,/m/09x0r;"Squeak;Speech";False
7cax7LkVehw;120000;130000;/m/04rlf,/m/04wptg,/m/0dq0md;"Music;Wedding music;Music of Bollywood";False
7cvqeU9Wh-I;10000;20000;/m/015lz1,/m/02v2lh,/m/04rlf;"Singing;New-age music;Music";False
7cw7rDLcujI;30000;40000;/m/04rlf,/m/05fw6t,/m/09x0r;"Music;Music for children;Speech";False
7d7W7VhIVcM;30000;40000;/m/02qldy,/m/09x0r;"Narration, monologue;Speech";False
7d9mgjUlskw;0;10000;/m/07plz5l;Sigh;False
7dXSTfVMNME;0;10000;/m/06xkwv,/m/07rcgpl;"Mains hum;Hum";False
7db64HOzh-Y;30000;40000;/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r;"Reversing beeps;Truck;Vehicle;Speech";False
7df2D_hHKeA;580000;590000;/m/015vgc,/m/028sqc,/m/04rlf;"Carnatic music;Music of Asia;Music";False
7dmT4SgS_EM;30000;40000;/m/02w4v,/m/04rlf;"Folk music;Music";False
7e2ifgqrN1Q;10000;20000;/m/07qv_d5,/m/07r04,/m/07yv9,/m/0912c9,/t/dd00066;"Toot;Truck;Vehicle;Vehicle horn, car horn, honking;Medium engine (mid frequency)";False
7eZTmLV9gcY;30000;40000;/m/04rlf,/t/dd00033;"Music;Sad music";False
7enfWOAynno;20000;30000;/m/04rlf,/m/09x0r,/m/0chx_;"Music;Speech;White noise";False
7ezEF7-FN0g;40000;50000;/m/03kmc9,/m/0dgbq;"Siren;Civil defense siren";False
7f4Xh502cu8;90000;100000;/m/09x0r,/m/0dv3j;"Speech;Boiling";False
7fAxjx6m_Ak;10000;20000;/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk;"Cat;Domestic animals, pets;Caterwaul;Animal";False
7feRrqB4AvM;60000;70000;/m/04rlf,/m/09x0r,/m/0g6b5;"Music;Speech;Fireworks";False
7fsUq4smsKU;420000;430000;/m/07qnq_y,/m/09x0r;"Thump, thud;Speech";False
7g2YcKAGiMM;440000;450000;/m/01w250;Whistling;False
7g6lAuznO3s;80000;90000;/m/09x0r,/m/0c2wf;"Speech;Typewriter";False
7gJBTH8fa0Y;30000;40000;/m/0j2kx;Waterfall;False
7gJeHNrtHh0;30000;40000;/m/07qw_06;Wail, moan;False
7gPNQn6-Ri0;280000;290000;/m/04cvmfc;Roar;False
7gZqP4-Y0Cw;10000;20000;/m/032s66,/m/073cg4;"Gunshot, gunfire;Cap gun";True
7gd0ZHHmLGw;40000;50000;/m/018w8;Basketball bounce;False
7gqGqbzLpZE;30000;40000;/m/068hy,/m/07qf0zm,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136;"Domestic animals, pets;Howl;Bow-wow;Dog;Animal;Whimper (dog)";False
7h6nTyP7d9o;590000;600000;/m/04rlf,/t/dd00037;"Music;Scary music";False
7hDS0w1VZQ8;21000;31000;/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk;"Horse;Music;Neigh, whinny;Speech;Animal";False
7i9sTFnZ0p0;30000;40000;/m/02rtxlg,/m/09x0r;"Whispering;Speech";False
7iIJJUSz4k8;100000;110000;/m/07phhsh;Rumble;False
7iMJ1AcnH4s;0;8000;/m/07qwyj0;Rustle;False
7iN8UMq_7JQ;110000;120000;/m/01x3z,/t/dd00125;"Clock;Inside, small room";False
7i_-4Zp_Ws4;0;10000;/m/032n05;Whale vocalization;False
7iyRkyHjsTE;30000;40000;/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk;"Cat;Music;Domestic animals, pets;Caterwaul;Speech;Animal";False
7jTObjlBPeI;10000;20000;/m/04rlf,/m/07pxg6y;"Music;Eruption";False
7jgUDd8cDXo;0;10000;/m/01w250;Whistling;False
7jzi2mrfUUQ;80000;90000;/m/07rkbfh,/m/09x0r;"Chatter;Speech";False
7k3M0pQvzhY;200000;210000;/m/02bxd,/m/04rlf,/m/04szw,/m/09x0r;"Didgeridoo;Music;Musical instrument;Speech";False
7kEeYQx2VLE;0;10000;/m/0140xf,/m/02mscn,/m/04rlf,/m/05r5wn;"Christmas music;Christian music;Music;Rattle (instrument)";False
7kIhJzeWnJE;110000;120000;/m/02l6bg,/m/02mk9,/t/dd00128;"Propeller, airscrew;Engine;Outside, urban or manmade";False
7kKlbwXdBDQ;30000;40000;/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136;"Domestic animals, pets;Dog;Animal;Whimper (dog)";False
7kSnT29G2AQ;340000;350000;/m/07sq110;Belly laugh;False
7kXIkaDvT44;140000;150000;/m/0j2kx;Waterfall;False
7ktEuMGYbN4;150000;160000;/m/04fgwm,/m/09x0r,/t/dd00125;"Electric toothbrush;Speech;Inside, small room";False
7kunY1_UlkA;100000;110000;/m/07rdhzs;Whack, thwack;False
7lI4Z6_twLg;50000;60000;/m/0463cq4,/m/09x0r;"Crying, sobbing;Speech";False
7lV4IvuW2lk;410000;420000;/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md;"Drum;Drum kit;Drum roll;Rimshot;Snare drum;Bass drum;Percussion";False
7lewRHqq7zI;30000;40000;/m/04rlf,/m/04rzd;"Music;Mandolin";False
7lyqru6t1SQ;280000;290000;/m/07yv9,/m/09x0r,/m/0btp2,/m/0k4j,/t/dd00128;"Vehicle;Speech;Traffic noise, roadway noise;Car;Outside, urban or manmade";False
7m3weCN5JGQ;150000;160000;/m/0326g,/m/04rlf;"Flamenco;Music";False
7m6w6NH5RaY;30000;40000;/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk;"Cat;Domestic animals, pets;Caterwaul;Speech;Animal";False
7mDuM87ihdc;520000;530000;/m/07phxs1,/m/07rv4dm;"Ding;Clang";False
7mGVgQhMQCE;30000;40000;/m/03qtwd,/m/053hz1,/t/dd00135;"Crowd;Cheering;Children shouting";False
7mp2S19k7as;40000;50000;/m/03qtwd,/m/053hz1,/t/dd00135;"Crowd;Cheering;Children shouting";False
7mqAY2N9d5o;30000;40000;/m/07pb8fc,/t/dd00067;"Idling;Heavy engine (low frequency)";False
7nrOZXbpXBo;110000;120000;/m/03q5t,/m/05148p4;"Harpsichord;Keyboard (musical)";False
7oGd1ucd8r0;10000;20000;/m/05zppz,/m/07qb_dv,/m/09x0r;"Male speech, man speaking;Scratch;Speech";False
7oK4d4SdSa8;50000;60000;/m/04rmv,/m/0jbk;"Mouse;Animal";False
7oX8vXI8oW8;140000;150000;/m/04rlf,/t/dd00036;"Music;Angry music";False
7o_n7rdj8Vs;0;10000;/m/07qqyl4;Boom;False
7oa5-ALkGY4;60000;70000;/m/04gxbd;Power windows, electric windows;False
7od0uOQyncc;320000;330000;/m/023vsd,/m/07pdjhy;"Sanding;Rub";False
7oekZP4wr2Y;320000;330000;/m/07qfgpx;Jingle, tinkle;False
7ofma5684ds;230000;240000;/m/06bxc;Rapping;False
7ogsOyfHZks;100000;110000;/m/02x984l;Mechanical fan;False
7oxagz-I-ag;140000;150000;/m/03wvsk;Hair dryer;False
7oyIFjYsk7U;80000;90000;/m/01x3z;Clock;False
7p4-mAqt6NI;80000;90000;/m/0cj0r,/m/0ytgt;"Pink noise;Child speech, kid speaking";False
7pNq-KYg8QE;30000;40000;/m/04rlf,/m/0m0jc;"Music;Electronica";False
7pYavsK9sPg;140000;150000;/m/0164x2,/m/04rlf;"Music of Africa;Music";False
7pbZPYKcXb8;30000;40000;/m/01j4z9;Chainsaw;False
7pm92HDP1aI;30000;40000;/m/02fxyj;Humming;False
7pnH_TUtXeQ;70000;80000;/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c;"Subway, metro, underground;Railroad car, train wagon;Rail transport;Train;Clickety-clack";False
7pzUYFtzVjs;30000;40000;/m/0brhx;Speech synthesizer;False
7q-Fzq-OZNk;520000;530000;/m/0j6m2;Stream;False
7q65Wybimvs;30000;40000;/m/01z5f,/m/04rlf,/m/07qf0zm,/m/09x0r,/m/0jbk;"Canidae, dogs, wolves;Music;Howl;Speech;Animal";False
7qCakj3VLW4;40000;50000;/m/0d31p;Vacuum cleaner;False
7qWP4ShZNyU;130000;140000;/m/07phxs1,/m/07rv4dm;"Ding;Clang";False
7qWiBG8N10A;30000;40000;/m/04rlf,/m/05zppz;"Music;Male speech, man speaking";False
7qaDquMlJzY;30000;40000;/m/04rlf,/t/dd00031,/t/dd00034;"Music;Happy music;Tender music";False
7qsorQuWQAY;110000;120000;/m/09x0r,/m/0lyf6;"Speech;Breathing";False
7rVjlroRQ64;30000;40000;/m/019jd,/m/03m9d0z,/m/06q74,/t/dd00092;"Boat, Water vehicle;Wind;Ship;Wind noise (microphone)";False
7reY8OyYmLI;60000;70000;/m/04rlf,/m/06w87;"Music;Steel guitar, slide guitar";False
7rk62G1WyG8;30000;40000;/m/02zsn,/m/09x0r;"Female speech, woman speaking;Speech";False
7rl2lvAiOf0;260000;270000;/m/03vt0,/m/09f96,/m/0h2mp;"Insect;Mosquito;Fly, housefly";False
7s2u7ByFlBw;40000;50000;/m/01g50p,/m/04zmvq,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c;"Railroad car, train wagon;Train whistle;Rail transport;Steam whistle;Steam;Train;Hiss;Clickety-clack";False
7sDj5urnUoI;60000;70000;/m/07sq110;Belly laugh;False
7sEqD9pB1nI;70000;80000;/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038;"Rain;Thunderstorm;Thunder;Rain on surface";False
7sLdN_5g_nk;250000;260000;/m/09t49,/m/09x0r;"Rustling leaves;Speech";False
7sOscRwq_98;390000;400000;/m/01z7dr;Video game music;False
7sSDrDQ0VEU;540000;550000;/m/01glhc,/m/02sgy,/m/04rlf;"Tapping (guitar technique);Electric guitar;Music";False
7sU0jAHPJG0;18000;28000;/m/032s66,/m/073cg4;"Gunshot, gunfire;Cap gun";True
7t7RfDh-YKA;20000;30000;/m/01z5f,/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk;"Canidae, dogs, wolves;Domestic animals, pets;Pant;Dog;Animal";False
7tFWFDnAq98;30000;40000;/m/06hps;Rodents, rats, mice;False
7tXt-i8NpOI;10000;20000;/m/01j3sz,/m/02yds9,/m/09x0r;"Laughter;Purr;Speech";False
7u26P6nRHDs;22000;32000;/m/04rlf,/m/07qcpgn;"Music;Tap";False
7uKkUTml-DA;260000;270000;/m/015lz1,/m/015vgc,/m/01p970,/m/04rlf,/m/0ggq0m;"Singing;Carnatic music;Tabla;Music;Classical music";False
7udNv6dZTnk;50000;60000;/m/0130jx,/m/07r5v4s;"Sink (filling or washing);Drip";False
7ukuYcZrwX0;30000;40000;/m/07pl1bw,/m/083vt;"Splinter;Wood";False
7v4HKB17S5U;70000;80000;/m/09x0r,/t/dd00013;"Speech;Children playing";False
7v51jrS0aWw;80000;90000;/m/07q6cd_;Squeak;False
7v6CK53SyKQ;30000;40000;/m/07s34ls;Whir;False
7vC1iriZlX8;180000;190000;/m/0l14t7;Singing bowl;False
