# Segments csv created Sun Mar  5 10:54:31 2017,,,
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
YTID, start_seconds, end_seconds, positive_labels
Cqfsp6kf3DQ,30000,40000,/m/081rb
CqtknE729Lw,310000,320000,"/m/03m5k,/m/0d8_n"
Cr2vdOCIEkc,290000,300000,"/m/016cjb,/m/04rlf"
Cr37YaJDgP4,30000,40000,"/m/04rlf,/m/07pkxdp"
Cr3T309kPV4,470000,480000,"/m/04rlf,/m/07qqyl4"
Cr8E6wkiOP4,30000,40000,"/m/07r_k2n,/m/09x0r"
CrFpUNhb8Eo,30000,40000,"/m/04rlf,/m/0dwsp,/m/0dwt5"
CrTEvoqtz1s,30000,40000,"/m/04rlf,/t/dd00032"
CrWiG7dvZIg,70000,80000,"/m/01j3sz,/m/07rgt08,/m/09x0r,/t/dd00125"
CretxKgW4Jk,30000,40000,"/m/028sqc,/m/04rlf"
CrkxrgTiVyk,30000,40000,"/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c"
Cs058bYKzzM,130000,140000,"/m/015vgc,/m/04rlf,/m/0ggq0m"
CsIrlh05yeY,30000,40000,"/m/02w4v,/m/04rlf"
CsJSiF6F5dU,260000,270000,/m/01g90h
CsL82QnlqlM,30000,40000,"/m/04rlf,/m/0dq0md"
CsxWEdtk3LA,70000,80000,/m/0jtg0
CsyrOGRxF0E,30000,40000,"/m/01c194,/m/04rlf"
Ct4iyhslGRs,320000,330000,/m/05w3f
CtI5lZhQI88,30000,40000,"/m/07q7njn,/m/09x0r"
Cu2yEJvMGWQ,30000,40000,"/m/07pczhz,/m/083vt"
Cu4k3cerF0w,110000,120000,/m/07ptfmf
Cu7uy6m4rw0,90000,100000,"/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv"
CuHz9e9JMSw,30000,40000,"/m/09x0r,/m/0c2wf"
CuXKDSAsJHU,300000,310000,"/m/03k3r,/m/07q5rw0,/m/09x0r,/m/0jbk"
Cu_zqJWgALM,30000,40000,"/m/02qldy,/m/05zppz,/m/09x0r,/m/0brhx"
Cud9EQHjJlI,200000,210000,"/m/04rlf,/m/05x_td"
Cuk14vLOcmo,0,10000,/m/04wptg
Cv3ioWgt7v8,320000,330000,/m/018w8
Cv94R4JPywI,30000,40000,"/m/07pjwq1,/m/07s34ls"
CvHu8TxyXXQ,30000,40000,"/m/012n7d,/m/03j1ly,/m/03kmc9"
CveHmdALp8U,30000,40000,"/m/04rlf,/m/07r67yg"
CvtyMiEwoTs,0,10000,"/m/07qyrcz,/m/09x0r"
CwImmV7q1MY,30000,40000,"/m/03qjg,/m/085jw"
CwMiVU5kAIM,29000,39000,/m/07pn_8q
CwOooX2g7nk,430000,440000,/m/07qc9xj
Cwf2_jLSkSE,0,10000,/m/016622
CwloYI0mpvs,30000,40000,"/m/07pdhp0,/m/07s12q4"
CwmUMySSNQc,30000,40000,"/m/04rlf,/m/05rwpb,/m/064t9,/m/0dls3"
Cwt3ChZeJT0,30000,40000,/m/014zdl
Cwur_jvxMzY,360000,370000,"/m/025wky1,/m/07yv9,/m/09x0r,/m/0k4j"
Cx9QFH9OzuI,30000,40000,"/m/01j3sz,/m/07sq110,/m/09x0r"
CxNgd-mdl1A,30000,40000,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk"
CxRRlAYZfvI,50000,60000,"/m/06xkwv,/m/07rcgpl"
CxTFgimfNfA,30000,40000,"/m/01kcd,/m/0319l"
CxgVq6eovRU,70000,80000,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
Cxg_hn2cLhc,30000,40000,"/m/01glhc,/m/04rlf"
CxmMmFS5Arw,10000,20000,"/m/01j4z9,/m/09x0r,/t/dd00128"
Cy3HWnwMLyI,20000,30000,"/m/04rlf,/m/0l14gg,/t/dd00037"
Cy5OtQ28wcg,30000,40000,"/m/04rlf,/m/07gxw,/m/07lnk,/m/08cyft"
CyaQhHjAMKU,70000,80000,"/m/07rrlb6,/m/09x0r"
CybogaTGlV4,30000,40000,"/m/03dnzn,/m/0838f"
Cyf-15z4x3I,0,10000,"/m/02fxyj,/m/04rlf"
Cz2jIrFVHmw,30000,40000,"/m/04rlf,/m/0jtg0"
Cz7jNYAys-8,40000,50000,"/m/01jwx6,/m/07pb8fc,/m/07r04,/m/07yv9"
CzHZNJEV-3o,50000,60000,"/m/042v_gx,/m/04rlf,/m/05fw6t,/m/06w87,/m/074ft"
CzVKYr7Q44I,280000,290000,/m/0dxrf
CzXulSbFWPU,160000,170000,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
CzcA64yaZuA,0,10000,"/m/04rlf,/m/07pqn27,/m/0l14qv"
Czce7Qreg0k,90000,100000,"/m/03dnzn,/m/0838f"
Czj2TFUL6sA,30000,40000,"/m/01swy6,/m/04rlf"
Czmb6tEwFE8,0,5000,/m/03qc9zr
D--na00Jg5Q,40000,50000,"/m/04rlf,/m/09x0r,/t/dd00127"
D-DtghKWcs8,320000,330000,/m/02pjr4
D-IfEp83CCs,170000,180000,"/m/015lz1,/m/04rlf,/m/05r6t"
D-PxXM2I5gY,0,10000,"/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00126"
D-Xguv4NKAo,60000,70000,"/m/02_nn,/m/04rlf"
D-c9nA6GyfA,10000,20000,"/m/07qqyl4,/m/09x0r"
D-ncgNqkSRU,220000,230000,"/m/01jt3m,/m/0838f"
D-xGN5uTZuE,30000,40000,"/m/03lty,/m/04rlf,/m/05r6t,/m/0dl5d"
D-xsptV1bVg,50000,60000,/m/0dls3
D0-wedP8APM,30000,40000,"/m/03k3r,/m/04rlf,/m/07q5rw0,/m/07rv9rh,/m/0jbk"
D010hCZAX14,30000,40000,"/m/04rlf,/m/074ft"
D05sefx0n2U,10000,20000,/m/0lyf6
D0IgjOdLEd0,60000,70000,"/m/04rlf,/m/07lnk"
D0M-XV6EkSs,0,2000,"/m/025_jnm,/m/09x0r"
D0MtSXYS1kY,120000,130000,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
D0jb5qpJFag,0,10000,/m/018vs
D14QMp6dz0U,2000,12000,"/m/02fs_r,/m/09x0r"
D1FG_2cv9L8,0,10000,"/m/07ppn3j,/m/09x0r"
D1cBJyZNkns,50000,60000,"/m/07phxs1,/m/07rv4dm"
D1d6mD8vNlU,30000,40000,/m/02pjr4
D1hgHUMsBQQ,20000,30000,"/m/02mk9,/m/03p19w,/m/07yv9"
D276yT0LMKw,26000,36000,"/m/01sm1g,/m/0l14md"
D2VbLHbqvB8,30000,40000,"/m/04rlf,/m/07qv4k0,/m/09x0r"
D2_KIhSbmt0,40000,50000,"/m/09x0r,/m/0c3f7m"
D2rHn_pXeoQ,220000,230000,"/m/07pbtc8,/m/09x0r"
D3KuNU7Q9Wg,5000,15000,"/m/07q0yl5,/m/09x0r"
D3OVT0MetUQ,240000,250000,"/m/03cczk,/m/09x0r,/t/dd00125"
D3f5VIJYR7M,20000,30000,"/m/01kcd,/m/06ncr"
D3ht_xXl5S0,100000,110000,"/m/0140xf,/m/02mscn,/m/04rlf"
D3q_stCeCA8,30000,40000,"/m/01sm1g,/m/0l14md"
D3yaxXHPG2g,0,10000,"/m/0242l,/m/07phxs1"
D4D3ufzamfw,10000,20000,/m/0fqfqc
D4GVgBX1eYc,80000,90000,"/m/01xqw,/m/04rlf,/m/04szw,/m/04wptg,/m/05pd6,/m/07y_7,/m/0ggq0m"
D4GhIt5THAI,0,7000,"/m/03qc9zr,/m/04rlf,/m/09x0r"
D4mb1gehANU,20000,30000,"/m/015vgc,/m/04rlf"
D56L_oxA4r8,30000,40000,"/m/07qcx4z,/t/dd00125"
D5Cl9gew41g,30000,40000,/m/07s34ls
D5bKWR8nr4Y,400000,410000,/m/02g901
D5ebkJwpPrg,30000,40000,"/m/01b9nn,/m/04rlf"
D5wgYrmB9tk,250000,260000,"/m/015lz1,/m/01swy6,/m/04rlf,/t/dd00003"
D644BWAUOXo,120000,130000,"/m/04rlf,/m/0y4f8"
D6LoUxicWDU,30000,40000,"/m/07pl1bw,/m/07plct2,/m/083vt"
D6iYxYBfIOg,590000,600000,"/m/0463cq4,/m/04rlf,/m/09x0r"
D6thZbNv148,13000,23000,"/m/03qc9zr,/m/04rlf,/m/0jbk"
D6voC-8caaQ,0,10000,"/m/02g901,/m/04rlf,/m/09x0r"
D6xrH93lnoc,30000,40000,"/m/04rlf,/m/06rqw,/m/07sbbz2"
D7-J_A8zf2k,370000,380000,"/m/02_41,/m/03m9d0z,/t/dd00092"
D7FY91p70mA,0,8000,"/m/03vt0,/m/09f96,/m/0h2mp"
D7L09gHVrow,80000,90000,"/m/07p9k1k,/m/07ptfmf,/m/0dxrf"
D7RPMA2sxA0,20000,30000,/m/07rbp7_
D7WIcFJ1Ye4,30000,40000,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
D7z2Q-hH25s,30000,40000,"/m/015lz1,/m/0164x2,/m/04rlf,/m/0ln16"
D813H2gMS6A,380000,390000,"/m/07plz5l,/m/09x0r"
D8K-qmtf8Gc,30000,40000,"/m/07yv9,/m/09x0r,/m/0gvgw0,/t/dd00128"
D8UVrqlv0BM,370000,380000,/m/03l9g
D8tPjS55ujU,30000,40000,"/m/07pl1bw,/m/083vt"
D8zK7PHIkgA,170000,180000,"/m/0164x2,/m/04rlf"
D90-BNaz_WA,30000,40000,"/m/04rlf,/m/07qb_dv"
D9893od03Sc,0,10000,"/m/0155w,/m/015lz1"
D99-noYPOUM,50000,60000,"/m/03qtwd,/m/04gy_2"
D9HNFEb9mX0,30000,40000,/m/01j4z9
D9QwDtohImc,20000,30000,"/m/01bjv,/m/07yv9,/m/09x0r"
D9XwWCyBSOo,30000,40000,"/m/01lsmm,/m/09x0r"
DA2SjSxiQeE,8000,18000,"/m/04rlf,/m/07qsvvw"
DA3fNvbZoBM,80000,90000,"/m/01lyv,/m/04rlf"
DACxW2-_UD0,50000,60000,"/m/04rlf,/t/dd00031"
DAFyYUqTOIc,270000,280000,"/m/02jz0l,/m/07r5v4s,/m/09x0r,/t/dd00125"
DAU7ImBNu0g,50000,60000,"/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00136"
DAX9uKYlDvw,120000,130000,"/m/04rlf,/m/04szw,/m/0g293,/m/0l14md,/m/0ln16"
DBGoQrJIBHI,30000,40000,/m/03wvsk
DB_OQTdDpto,30000,40000,"/m/04rlf,/m/07plz5l"
DBp853aSoHw,160000,170000,"/m/019jd,/m/056ks2"
DBuNJS5Dqj8,80000,90000,/m/06hps
DC0C-KO9EJk,100000,110000,"/m/04rlf,/t/dd00036"
DCBOS2UWKAA,30000,40000,"/m/03k3r,/m/09x0r"
DCYHk102Vmo,30000,40000,/m/07q7njn
DCtGwbr2_yg,130000,140000,/m/03p19w
DD0Ry32NP5c,16000,26000,"/m/05x_td,/m/09x0r"
DDC_PBDsiSI,30000,40000,"/m/01swy6,/m/04rlf"
DD_y5WCr9CA,19000,29000,/m/07q6cd_
DDc7-oya1Qg,80000,90000,"/m/01jt3m,/m/0838f"
DDiPb9JNITM,30000,40000,"/m/0195fx,/m/01g50p,/m/06d_3"
DDvaqEQStCY,10000,20000,"/m/02_nn,/m/0c1dj"
DDxHVy-Ipao,0,10000,"/m/01h82_,/m/03p19w"
DEBKRavuTfM,10000,20000,/m/0l15bq
DERkHxviHkg,270000,280000,"/m/0283d,/m/04rlf"
DFELzJbp_ts,18000,28000,"/m/02dgv,/m/04rlf"
DFLDW-560HQ,30000,40000,/m/03w41f
DFPu83ggTlM,160000,170000,/m/05w3f
DFdYd-jsIsA,70000,80000,"/m/015lz1,/m/04rlf,/m/07sr1lc"
DFrhMfr0tAU,0,10000,"/m/07qh7jl,/t/dd00077"
DG75NdcVMzU,30000,40000,"/m/01b82r,/m/07pdjhy,/m/083vt"
DGON0D8E17Q,260000,270000,"/m/02lkt,/m/04rlf,/m/07lnk,/m/08cyft"
DGh8c6zhEyU,270000,280000,/m/07pqc89
DGlP6oTqe5Y,30000,40000,"/m/0145m,/m/026z9,/m/04rlf"
DHHxfs_kQ1c,70000,80000,/m/03wvsk
DHUBFtxya14,30000,40000,/m/07rqsjt
DHo1z0_ZUNA,30000,40000,"/m/01lyv,/m/04rlf,/m/06w87,/m/0fx80y"
DHrQJwiFgZM,30000,40000,/m/07pn_8q
DHsm756LKsA,50000,60000,"/m/09x0r,/m/0gy1t2s"
DI5D-OIViEA,0,10000,"/m/05zc1,/t/dd00077"
DIKFIlcXlB4,30000,40000,/m/0j2kx
DITadeFq088,0,7000,/m/07pp_mv
DIbc7G-q6Rg,30000,40000,"/m/015lz1,/m/04rlf,/m/0dq0md"
DIc3zDgrbZg,50000,60000,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk"
DIfiHkUAgWc,9000,19000,/m/07qn4z3
DIie2jq3xBQ,30000,40000,"/m/04rlf,/m/07sr1lc"
DIyBFLCpYFk,20000,30000,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
DJF7cOpR_l0,150000,160000,"/m/01h8n0,/m/09x0r"
DJIC_rEi7mo,120000,130000,/m/0dl5d
DJMeLPxcxao,30000,40000,"/m/04rlf,/m/05lls"
DJYDOnuLnf8,140000,150000,"/m/09x0r,/t/dd00112"
DJldj5kHTbo,30000,40000,"/m/04rlf,/m/04wptg"
DJuJhFRWBYE,30000,40000,"/m/07qdb04,/m/09ddx,/m/09x0r"
DJzTKZw6ytg,0,10000,/m/07rqsjt
DKFz6eMHLfI,30000,40000,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/03qjg,/m/085jw"
DKa6ysRi2mw,110000,120000,"/m/024dl,/m/09x0r"
DKgFX2hnBdo,30000,40000,"/m/07pc8lb,/m/09x0r"
DLDZrtwyY_Y,30000,40000,"/m/01kcd,/m/0319l"
DLIBuXMYH9g,6000,16000,"/m/04rlf,/m/0chx_"
DLMRjbqrdRk,130000,140000,"/m/01g90h,/m/09x0r"
DLQKrdxysgc,230000,240000,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077"
DM9rqK0Xj44,30000,40000,/m/07rbp7_
DMMCiQB7-E4,30000,40000,"/m/07pp_mv,/m/09x0r,/m/0c3f7m"
DMaYYIZL8YE,0,10000,"/m/0130jx,/m/02jz0l,/m/0838f"
DMgNDCvrP4I,130000,140000,/m/05_wcq
DMp-ahv7T0w,60000,70000,"/m/01lsmm,/m/09x0r"
DMwvY--3XD0,30000,40000,"/m/04rlf,/m/05fw6t"
DMzOzYeanGI,50000,60000,"/m/07cx4,/m/09x0r"
DNEOfQXiBgw,30000,40000,/m/0939n_
DNiZ3Pu-KYc,440000,450000,"/m/06_y0by,/m/09x0r"
DO1EixrtWvw,370000,380000,"/m/028v0c,/m/07qc9xj,/m/09x0r"
DOOUC0UPOKA,50000,60000,"/m/01yrx,/m/068hy,/m/07pzfmf,/m/09x0r"
DOrVw4rtY8g,30000,40000,"/m/025wky1,/m/04rlf"
DOrsyJmzS0Q,30000,40000,"/m/01m4t,/m/09x0r"
DOtBB70Jgu4,60000,70000,"/m/03wwcy,/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
DP0ZCe7cIa0,40000,50000,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c"
DPModTuJA_M,21000,31000,"/m/07yv9,/m/0btp2,/m/0k4j"
DPW5M1FYxu4,490000,500000,/m/05pd6
DPZzzJrgzqo,220000,230000,/m/03l9g
DPdDm7TS5ws,30000,40000,"/m/04rlf,/m/09x0r,/t/dd00018"
DPv42TS7EY8,3000,13000,/m/025_jnm
DPxl8K8I7zw,180000,190000,"/m/015lz1,/m/0k65p"
DPzoYrz6Mi8,150000,160000,"/m/05zppz,/m/07bjf,/m/09x0r,/m/0dv5r"
DQ-uU0ueEBA,11000,21000,/m/07q0yl5
DQIFH5ZIBhs,410000,420000,"/m/02p01q,/m/07pdjhy"
DQiKj51pxHk,240000,250000,"/m/0130jx,/m/0838f"
DQlD2RgrqOA,30000,40000,"/m/015lz1,/m/04rlf,/m/0dq0md"
DQrdOgRb-oA,10000,20000,/m/0l14t7
DQsIqraI1zk,40000,50000,/m/0261r1
DQzg3cZeYSw,30000,40000,"/m/01hgjl,/m/04rlf,/m/07qb_dv,/m/09x0r"
DR2X6ypIYnY,1000,11000,/m/01jwx6
DR6axnjaBkQ,80000,90000,"/g/122z_qxw,/m/09x0r,/m/0g6b5"
DRGpwij9No8,11000,21000,/m/07qwyj0
DRfjAfjPnIo,240000,250000,/m/07hvw1
DRyxKRiig3k,0,10000,"/m/08p9q4,/m/09x0r,/t/dd00125"
DS13-KbbDCs,30000,40000,"/m/04rlf,/m/07pkxdp"
DS2qv8rglWA,250000,260000,"/m/03mb9,/m/04rlf"
DS5jaDwKk-Q,30000,40000,"/m/01lsmm,/m/09x0r"
DSC1L39iGHw,30000,40000,"/m/04rlf,/m/07gxw"
DSI9gamPHmA,30000,40000,"/m/0283d,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n,/m/0m0jc"
DSKtLnbDdY4,10000,20000,"/m/04rlf,/m/07qqyl4"
DSP-Iu56n5Y,27000,37000,/m/07rv9rh
DSa3YoTNoZA,0,10000,"/m/0k65p,/m/0l15bq,/m/0ytgt"
DTXsmh43fzw,330000,340000,"/m/01b9nn,/m/04rlf"
DTieJvYa-sA,19000,29000,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k"
DTnCrtCro44,30000,40000,"/m/02bxd,/m/04rlf"
DTs5xUIK_Tw,30000,40000,/m/0llzx
DTtm0QxR-Ew,30000,40000,"/m/02qldy,/m/09x0r"
DU3Vlaa8rU0,290000,300000,"/m/013y1f,/m/03gvt,/m/05148p4,/m/05r5c"
DU4im26D6ts,10000,20000,"/m/03q5_w,/m/09x0r,/t/dd00125"
DUKD-JZ-Ols,70000,80000,"/m/026fgl,/m/0f8s22"
DUsgjCMYyxQ,30000,40000,"/m/068hy,/m/07r_k2n,/m/0bt9lr,/m/0jbk,/t/dd00136"
DUvF0NeTxPs,30000,40000,"/m/032s66,/m/0_1c"
DV5mynb77JM,10000,20000,"/m/01glhc,/m/0342h,/m/04szw,/m/0fx80y"
DV6HMoZhvG0,21000,31000,"/m/09x0r,/t/dd00018"
DVEuOBxAyFM,20000,30000,"/m/015p6,/m/020bb7,/m/06hps,/m/07pggtn"
DVNhqn8z98Q,480000,490000,"/m/02c8p,/m/09x0r,/t/dd00125"
DVY5qqxHQyA,30000,40000,"/m/04rlf,/m/07s72n"
DVgGky_5TA0,20000,30000,"/m/04rlf,/m/05r6t"
DW3z-ByrfWY,380000,390000,"/m/02bxd,/m/04rlf,/m/09x0r"
DW7KmFeBnVc,240000,250000,/m/0642b4
DW7Qe-50X_A,250000,260000,"/m/015vgc,/m/04rlf,/m/06j64v,/m/0ggq0m"
DWSGJ-hG4RM,30000,40000,"/m/07c52,/m/09x0r"
DWcaQIg3nig,30000,40000,"/m/04rlf,/m/07szfh9"
DWfG2EoJ3TE,0,10000,"/m/068zj,/m/0ch8v,/m/0jbk"
DWllVxtDX6E,0,10000,"/m/07bjf,/m/09x0r,/t/dd00127"
DX05CfULHGA,23000,33000,"/m/03kmc9,/m/0dgbq"
DX4_QlYLq30,30000,40000,"/m/02v2lh,/m/04rlf"
DXI5VNzzZQ0,70000,80000,"/m/04rlf,/m/07pyy8b,/m/09x0r"
DXNmuc_ZXHA,230000,240000,/m/07r4gkf
DXUmi-gSRww,10000,20000,"/m/01b_21,/m/068hy,/m/0bt9lr,/m/0jbk"
DXZkRpXG1vU,11000,21000,"/m/01jg02,/m/07p_0gm,/m/07rcgpl"
DXd83S6NHLg,80000,90000,/m/0l14t7
DXeiJpZXVAI,30000,40000,"/m/02w4v,/m/04rlf"
DXi8C1TvuG8,120000,130000,"/m/015lz1,/m/018j2,/m/04rzd,/m/0gg8l"
DY7y8djvmcs,20000,30000,/m/07s12q4
DYBJLwQFM5I,30000,40000,"/m/01bns_,/m/0d8_n"
DYEQ8sM7wYI,20000,30000,"/m/07sq110,/t/dd00001,/t/dd00125"
DYMSZ_Lfdlc,230000,240000,"/m/09x0r,/m/0cj0r,/t/dd00125"
DYS_qFWx7-M,30000,40000,"/m/04rlf,/m/07s72n"
DYVxOjG2nvw,50000,60000,"/m/03r5q_,/m/04rlf"
DYaFzD19PSk,30000,40000,"/m/04rlf,/m/07xzm,/m/09x0r,/t/dd00128"
DYlIBmbEP24,30000,40000,"/m/02qldy,/m/09x0r"
DYp8940tHso,0,10000,"/m/03lty,/m/04rlf,/m/06by7"
DZMjLzl3OkA,210000,220000,/m/0fd3y
DZcd3Esg2z8,110000,120000,"/m/03vt0,/m/09f96,/m/0h2mp"
DZm40S4I2Ms,30000,40000,/m/07swgks
D_usHKfOXCw,40000,50000,"/m/01sm1g,/m/0l14md"
D_zlJGQz0Eg,30000,40000,"/m/03kmc9,/m/06hck5,/m/06wzb,/m/0dgbq"
DaD0gvQnqyo,80000,90000,"/m/015p6,/m/020bb7,/m/07pggtn"
DaMvU_MSjoo,20000,30000,"/m/03qc9zr,/m/0463cq4,/m/09x0r"
DaNZ87275q8,350000,360000,"/m/07pqc89,/m/09x0r,/m/0ytgt"
Dai4HuI98oA,40000,50000,"/m/019jd,/m/02rlv9,/m/07ptzwd,/m/0838f"
DaiOvdvHgyY,30000,40000,"/m/04rlf,/m/0xzly"
Dal2q-QwFxg,13000,23000,"/m/01m2v,/m/09x0r"
Db06mHi_gaY,10000,20000,"/m/03qtwd,/m/07q4ntr,/m/09x0r"
DbQdgOVOjSU,30000,40000,"/m/01z7dr,/m/04rlf,/m/07szfh9,/m/0l14gg"
DbQn-yYDbTQ,380000,390000,"/m/09x0r,/m/0fqfqc,/t/dd00125"
DbUJsbGLJUo,230000,240000,"/m/01d380,/m/07k1x,/m/0_ksk"
DbYWiXxzSSM,170000,180000,/m/027m70_
Dcv24uT0A9s,200000,210000,"/m/04rlf,/t/dd00032"
Dd0dbqaHF6o,280000,290000,"/m/04rlf,/m/0fd3y"
DdDW5lelkRI,260000,270000,"/m/01qbl,/m/03qtq"
DdSgYm2ZwAw,530000,540000,"/m/06hck5,/m/06wzb,/m/07rjwbb"
DdU5L4bDiAY,150000,160000,"/m/04rlf,/m/07qqyl4,/m/09x0r"
DeCH63ZLRCQ,10000,20000,"/m/01d380,/m/07k1x,/m/0_ksk"
DeNCHPXfMhM,30000,40000,"/m/02qldy,/m/0463cq4,/m/05zppz,/m/09x0r"
DeO_vuhMM9o,11000,21000,/m/07rbp7_
DeP1H91YB10,360000,370000,"/m/01280g,/m/09x0r,/m/0jbk"
DegfC2mWReU,460000,470000,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c"
DemqL00CVVQ,0,10000,"/m/015p6,/m/04s8yn,/m/09x0r"
Df6nDjSCGkM,30000,40000,"/m/02zsn,/m/04rlf,/m/09x0r"
DfVMOMmgJNM,50000,60000,"/m/01z47d,/m/09x0r"
DfY5fVQANTQ,11000,21000,"/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk"
DgCDlrzqgdM,150000,160000,"/m/04rlf,/m/07c52,/t/dd00125"
DgVNI_FqNmg,220000,230000,"/m/081rb,/m/09x0r,/t/dd00125"
DgVpK6r7JT4,280000,290000,"/m/04rlf,/m/09x0r,/t/dd00037"
DgWIUfxm2Iw,310000,320000,/m/03wvsk
DgqPgNqW2hE,50000,60000,"/m/0155w,/m/04rlf"
Dh2_kc58_1Q,110000,120000,"/m/01p970,/m/026t6,/m/0l14md"
DhFXQ7yqLi0,40000,50000,"/m/018vs,/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
DhmfGPyio3I,90000,100000,"/m/03cl9h,/m/04rlf"
DhvfX3kALh0,7000,17000,"/m/04rlf,/m/09x0r,/m/0xzly"
DhyUGaTreeI,110000,120000,"/m/015lz1,/m/04rlf,/m/04szw,/m/07xzm"
DhypZB6_06U,90000,100000,"/m/06hck5,/m/06wzb,/m/07rjwbb"
Di2WnCJ-bjM,80000,90000,"/m/07p9k1k,/m/07ptfmf"
Di6NyyQEd8c,50000,60000,"/m/07pc8lb,/m/0c1dj"
Di7Rs4QmYKI,150000,160000,"/m/01kcd,/m/04fq5q,/m/04rlf"
DiBvhx60rBg,530000,540000,"/m/0316dw,/m/09x0r"
DiVHBtHrr7I,390000,400000,"/m/04rlf,/m/0642b4,/m/09x0r"
Dia6QIxORbM,20000,30000,"/m/02l6bg,/m/07yv9,/m/09x0r,/m/0k5j"
DibsRylvT18,10000,20000,"/m/07yv9,/t/dd00130"
DiydOhZ22jE,210000,220000,"/m/07qb_dv,/m/09x0r"
Dj6vz-bsHXY,60000,70000,"/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092"
DjALQt_oIcg,4000,14000,"/m/04rlf,/m/05r5wn,/t/dd00125"
DjDu5IP4V74,50000,60000,"/m/04rlf,/m/05lls"
DjX6Xh0GK6A,30000,40000,/m/07pzfmf
DjZLBwKtsxI,130000,140000,"/m/03fwl,/m/09x0r,/m/0ch8v,/m/0jbk"
Djc2Sx5RoNg,0,10000,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/m/0lyf6"
DjkResItPAc,30000,40000,"/m/03k3r,/m/04rlf,/m/07q5rw0,/m/09x0r,/m/0jbk"
DjpqhkMT6Fg,310000,320000,/m/0d31p
Djvv2XXE7yA,30000,40000,"/m/085jw,/m/0l14l2"
DkAX5alhszM,30000,40000,"/m/03dnzn,/m/0838f"
DkCIFy4OWno,10000,20000,"/m/01b_21,/m/09x0r"
DkEqJe6C7ec,30000,40000,"/m/019jd,/m/056ks2"
DkMhvAcTHMA,30000,40000,"/m/04rlf,/m/0l14qv"
DkZ1Or_D-g8,100000,110000,/m/07kc_
DkazXQcac5g,30000,40000,"/m/02dgv,/m/02y_763,/m/09x0r"
DkdTtNimvR4,20000,30000,/m/015vgc
DlJAz4jGvfY,10000,20000,"/m/019jd,/m/056ks2"
DlMkd6g6-iM,330000,340000,/m/02pjr4
DleBZ7FEZic,320000,330000,"/m/012f08,/m/07r04,/m/07yv9,/m/09x0r,/m/0btp2"
DlkiTCd-5Tk,40000,50000,"/m/068hy,/m/07r4k75,/m/09x0r,/m/0ch8v,/m/0jbk"
DlvmTAFnLKA,0,9000,/m/01hnzm
DmhksGXVODg,280000,290000,"/m/07p9k1k,/m/07ptfmf"
DmwsPp18fiM,17000,27000,"/m/03vt0,/m/09f96,/m/0h2mp"
DnMM-2EQSQc,30000,40000,"/m/07qlwh6,/m/09x0r"
DndWzbgvKws,20000,30000,/m/0g6b5
DngdndkOhLo,40000,50000,/m/03l9g
Do9Dffb6vHA,30000,40000,"/m/03kmc9,/m/0dgbq"
DoDHKl7VDno,10000,20000,/m/01d3sd
DoRebW9poXU,30000,40000,"/m/032s66,/m/0_1c"
Doa7n4YDNJw,0,10000,"/m/07rv9rh,/m/09x0r"
Dp0FeEXOdgM,260000,270000,"/m/04rlf,/m/07s2xch"
Dp3--q5GP0Y,130000,140000,/m/0fqfqc
DpZWsx7qDFc,30000,40000,"/m/07qjznt,/m/09x0r"
DpbEoAEI0Sk,110000,120000,"/m/03v3yw,/m/07yv9,/m/09x0r,/m/0k4j"
DplAor_l88w,30000,40000,"/m/081rb,/m/09x0r"
Dq29NSr8wDA,40000,50000,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk"
DqEQgTviksM,10000,20000,/m/0fx9l
